GEOID,NAME,TotalE,TotalM,PovertyE,PovertyM,median_incomeE,median_incomeM,pct_pov,median_income
36005040600,"Census Tract 406, Bronx County, New York",3635,555,968,461,21676,4713,26.6299862448418,21676
36005042300,"Census Tract 423, Bronx County, New York",4485,415,1639,426,24330,5103,36.5440356744705,24330
36005043600,"Census Tract 436, Bronx County, New York",2244,221,318,136,30332,4633,14.1711229946524,30332
36005044902,"Census Tract 449.02, Bronx County, New York",2031,242,172,86,36439,7608,8.46873461349089,36439
36007014000,"Census Tract 140, Broome County, New York",3135,386,1027,407,17493,2559,32.7591706539075,17493
36009960300,"Census Tract 9603, Cattaraugus County, New York",4599,284,414,165,28144,3751,9.00195694716243,28144
36009961600,"Census Tract 9616, Cattaraugus County, New York",4108,325,856,312,25132,4037,20.8373904576436,25132
36011041500,"Census Tract 415, Cayuga County, New York",2828,333,374,169,,,13.2248939179632,
36013035400,"Census Tract 354, Chautauqua County, New York",2987,338,910,437,20334,2517,30.4653498493472,20334
36013037000,"Census Tract 370, Chautauqua County, New York",3463,136,317,147,24806,2374,9.15391279237655,24806
36015000300,"Census Tract 3, Chemung County, New York",2592,901,0,11,5361,2204,0,5361
36015000900,"Census Tract 9, Chemung County, New York",3406,280,673,348,,,19.7592483852026,
36015010900,"Census Tract 109, Chemung County, New York",5372,266,137,83,40620,6392,2.55026061057334,40620
36019101100,"Census Tract 1011, Clinton County, New York",2761,237,47,65,2899,441,1.70228178196306,2899
36021000800,"Census Tract 8, Columbia County, New York",1481,166,220,100,,,14.8548278190412,
36023970300,"Census Tract 9703, Cortland County, New York",3084,71,247,120,27754,3182,8.00907911802853,27754
36027050104,"Census Tract 501.04, Dutchess County, New York",6896,505,112,120,47283,15863,1.62412993039443,47283
36027150006,"Census Tract 1500.06, Dutchess County, New York",1715,141,233,98,30132,3317,13.5860058309038,30132
36027220300,"Census Tract 2203, Dutchess County, New York",4409,379,1565,332,,,35.4955772283965,
36029000700,"Census Tract 7, Erie County, New York",3772,278,125,161,31779,2023,3.31389183457052,31779
36029001700,"Census Tract 17, Erie County, New York",1665,242,597,173,14398,2499,35.8558558558559,14398
36029003301,"Census Tract 33.01, Erie County, New York",3860,446,1266,377,18589,2262,32.7979274611399,18589
36029004001,"Census Tract 40.01, Erie County, New York",4585,530,2348,564,,,51.2104689203926,
36029005202,"Census Tract 52.02, Erie County, New York",3053,271,1004,215,11759,1559,32.885686210285,11759
36029006601,"Census Tract 66.01, Erie County, New York",2695,384,885,344,,,32.8385899814471,
36029006602,"Census Tract 66.02, Erie County, New York",2220,269,367,142,28946,6132,16.5315315315315,28946
36029007101,"Census Tract 71.01, Erie County, New York",3779,366,1876,395,15233,5230,49.6427626356179,15233
36029008003,"Census Tract 80.03, Erie County, New York",5675,593,662,538,27912,1385,11.6651982378855,27912
36029009008,"Census Tract 90.08, Erie County, New York",4853,310,180,90,40476,6599,3.70904595095817,40476
36029009702,"Census Tract 97.02, Erie County, New York",4645,199,220,96,,,4.73627556512379,
36029010500,"Census Tract 105, Erie County, New York",2298,279,334,194,25733,5030,14.5343777197563,25733
36029011100,"Census Tract 111, Erie County, New York",2316,184,240,68,27943,3764,10.3626943005181,27943
36029012003,"Census Tract 120.03, Erie County, New York",4902,195,141,73,33092,3813,2.87637698898409,33092
36029015002,"Census Tract 150.02, Erie County, New York",3030,21,153,95,,,5.04950495049505,
36029015401,"Census Tract 154.01, Erie County, New York",2545,235,244,162,30713,2416,9.58742632612967,30713
36029940100,"Census Tract 9401, Erie County, New York",18,19,0,11,41875,16950,0,41875
36033951200,"Census Tract 9512, Franklin County, New York",2126,220,149,66,33525,3706,7.00846660395108,33525
36037950700,"Census Tract 9507, Genesee County, New York",2238,288,806,299,19018,3703,36.0142984807864,19018
36037950900,"Census Tract 9509, Genesee County, New York",2321,192,397,158,,,17.1046962516157,
36043011001,"Census Tract 110.01, Herkimer County, New York",2250,224,420,160,24657,2356,18.6666666666667,24657
36045061400,"Census Tract 614, Jefferson County, New York",3894,475,1149,422,16926,2254,29.5069337442219,16926
36047000100,"Census Tract 1, Kings County, New York",4304,404,652,241,42083,7921,15.1486988847584,42083
36047002901,"Census Tract 29.01, Kings County, New York",3532,471,1853,460,,,52.4631936579841,
36047003500,"Census Tract 35, Kings County, New York",1550,130,102,41,,,6.58064516129032,
36047004900,"Census Tract 49, Kings County, New York",2520,279,42,29,,,1.66666666666667,
36047005602,"Census Tract 56.02, Kings County, New York",1730,236,159,62,,,9.1907514450867,
36047006200,"Census Tract 62, Kings County, New York",2818,404,497,288,36957,10023,17.6366217175302,36957
36047007800,"Census Tract 78, Kings County, New York",5493,532,1412,499,19174,2748,25.7054432914619,19174
36047008600,"Census Tract 86, Kings County, New York",0,11,0,11,,,,
36047011000,"Census Tract 110, Kings County, New York",2708,327,781,278,,,28.8404726735598,
36047014000,"Census Tract 140, Kings County, New York",1843,200,290,144,,,15.735214324471,
36047017200,"Census Tract 172, Kings County, New York",4040,606,155,128,29882,4556,3.83663366336634,29882
36047018300,"Census Tract 183, Kings County, New York",2692,341,208,87,55212,9126,7.72659732540862,55212
36047019700,"Census Tract 197, Kings County, New York",3508,295,493,199,,,14.0535917901938,
36047021000,"Census Tract 210, Kings County, New York",4946,460,1147,361,18373,1660,23.1904569348969,18373
36047023500,"Census Tract 235, Kings County, New York",4015,415,1940,487,,,48.3188044831881,
36047024900,"Census Tract 249, Kings County, New York",3973,447,711,242,28311,7886,17.8957966272338,28311
36047025901,"Census Tract 259.01, Kings County, New York",1914,236,519,152,22688,4222,27.1159874608151,22688
36047027000,"Census Tract 270, Kings County, New York",2539,352,393,151,,,15.4785348562426,
36047027500,"Census Tract 275, Kings County, New York",4346,503,1086,413,,,24.9884951679706,
36047028200,"Census Tract 282, Kings County, New York",3226,324,627,262,,,19.435833849969,
36047029300,"Census Tract 293, Kings County, New York",3426,428,965,502,21570,3672,28.1669585522475,21570
36047030100,"Census Tract 301, Kings County, New York",2752,431,643,247,26045,3456,23.3648255813954,26045
36047034200,"Census Tract 342, Kings County, New York",5748,652,2340,640,9825,884,40.7098121085595,9825
36047035602,"Census Tract 356.02, Kings County, New York",4835,393,857,275,21027,2750,17.7249224405377,21027
36047037100,"Census Tract 371, Kings County, New York",4705,499,1101,378,30516,3943,23.4006376195537,30516
36047040000,"Census Tract 400, Kings County, New York",3429,425,729,280,,,21.259842519685,
36047042700,"Census Tract 427, Kings County, New York",5609,585,2221,587,,,39.597076127652,
36047043700,"Census Tract 437, Kings County, New York",6122,508,1931,442,22025,2166,31.5419797451813,22025
36047044700,"Census Tract 447, Kings County, New York",2480,335,667,237,,,26.8951612903226,
36047046400,"Census Tract 464, Kings County, New York",2710,279,873,285,,,32.2140221402214,
36047048100,"Census Tract 481, Kings County, New York",3092,279,486,166,35044,5442,15.7179818887452,35044
36047049800,"Census Tract 498, Kings County, New York",4535,423,827,262,30234,4255,18.2359426681367,30234
36047050804,"Census Tract 508.04, Kings County, New York",5782,529,1075,464,27033,4015,18.5921826357662,27033
36047052700,"Census Tract 527, Kings County, New York",6705,645,2533,609,20704,5207,37.7777777777778,20704
36047053800,"Census Tract 538, Kings County, New York",4265,367,1234,371,,,28.9331770222743,
36047055200,"Census Tract 552, Kings County, New York",3179,308,640,185,,,20.1321170179302,
36047056600,"Census Tract 566, Kings County, New York",2747,299,216,66,,,7.86312340735348,
36047059200,"Census Tract 592, Kings County, New York",4599,331,462,169,24063,5672,10.0456621004566,24063
36047063800,"Census Tract 638, Kings County, New York",1649,231,28,19,28375,9246,1.69799878714372,28375
36047067200,"Census Tract 672, Kings County, New York",1699,203,308,126,,,18.1283107710418,
36047067800,"Census Tract 678, Kings County, New York",2392,288,126,73,38426,2276,5.26755852842809,38426
36047072000,"Census Tract 720, Kings County, New York",1969,216,117,91,,,5.94210259014728,
36047074000,"Census Tract 740, Kings County, New York",4264,502,600,323,,,14.0712945590994,
36047076600,"Census Tract 766, Kings County, New York",2467,258,297,143,,,12.0389136603162,
36047079200,"Census Tract 792, Kings County, New York",3771,476,1215,422,18862,2016,32.2195704057279,18862
36047079802,"Census Tract 798.02, Kings County, New York",5956,556,1039,453,27560,3922,17.4445936870383,27560
36047082200,"Census Tract 822, Kings County, New York",7608,764,1563,544,26039,1813,20.5441640378549,26039
36047085000,"Census Tract 850, Kings County, New York",1600,222,171,123,37237,5675,10.6875,37237
36047087600,"Census Tract 876, Kings County, New York",1693,289,260,143,,,15.3573538098051,
36047090200,"Census Tract 902, Kings County, New York",3886,618,1381,389,19604,3904,35.5378281008749,19604
36047092000,"Census Tract 920, Kings County, New York",3406,342,1123,309,,,32.9712272460364,
36047095400,"Census Tract 954, Kings County, New York",4852,433,560,214,30424,5209,11.5416323165705,30424
36047101600,"Census Tract 1016, Kings County, New York",1594,163,44,32,36741,4844,2.7603513174404,36741
36047111000,"Census Tract 1110, Kings County, New York",3400,322,1568,382,15343,2825,46.1176470588235,15343
36047112400,"Census Tract 1124, Kings County, New York",3399,494,1175,492,,,34.5689908796705,
36047115600,"Census Tract 1156, Kings County, New York",4154,449,2032,502,16023,2847,48.9167067886375,16023
36047121000,"Census Tract 1210, Kings County, New York",4258,501,2176,576,12572,3940,51.1038046031,12572
36051030900,"Census Tract 309, Livingston County, New York",2505,272,537,182,,,21.437125748503,
36053030700,"Census Tract 307, Madison County, New York",6877,264,595,217,,,8.65202850079977,
36055001300,"Census Tract 13, Monroe County, New York",1967,234,1264,294,11183,3238,64.2602948652771,11183
36055002100,"Census Tract 21, Monroe County, New York",3645,392,573,195,,,15.7201646090535,
36055004100,"Census Tract 41, Monroe County, New York",1133,227,596,259,,,52.603706972639,
36055005900,"Census Tract 59, Monroe County, New York",1506,194,581,213,14627,2772,38.5790172642762,14627
36055007100,"Census Tract 71, Monroe County, New York",3100,322,903,280,,,29.1290322580645,
36055008100,"Census Tract 81, Monroe County, New York",4173,492,738,296,20969,3707,17.6851186196981,20969
36055009602,"Census Tract 96.02, Monroe County, New York",1981,251,1196,281,,,60.3735487127713,
36055011100,"Census Tract 111, Monroe County, New York",4189,210,287,209,37932,2983,6.85127715445214,37932
36055013701,"Census Tract 137.01, Monroe County, New York",2279,187,234,157,30200,2593,10.2676612549364,30200
36055014204,"Census Tract 142.04, Monroe County, New York",2469,127,117,84,32223,2800,4.73876063183475,32223
36055014804,"Census Tract 148.04, Monroe County, New York",6996,297,440,329,,,6.28930817610063,
36055015301,"Census Tract 153.01, Monroe County, New York",3017,256,205,102,,,6.79482930062977,
36057070200,"Census Tract 702, Montgomery County, New York",2260,262,979,230,15081,5878,43.3185840707965,15081
36057070300,"Census Tract 703, Montgomery County, New York",2019,305,709,217,,,35.1163942545815,
36059302600,"Census Tract 3026, Nassau County, New York",2511,173,88,54,46440,6760,3.50457984866587,46440
36059303101,"Census Tract 3031.01, Nassau County, New York",3755,281,32,37,,,0.85219707057257,
36059405800,"Census Tract 4058, Nassau County, New York",4265,279,219,137,35098,6242,5.1348182883939,35098
